filename,classes,xmin,ymin,xmax,ymax
J01_2018.06.17 13_54_48.jpg,毛洞,881,403,957,487
J01_2018.06.17 14_23_57.jpg,毛洞,501,242,593,434
J01_2018.06.19 09_10_55.jpg,毛洞,2422,729,2505,964
J01_2018.06.19 09_43_45.jpg,毛洞,1665,141,1865,406
J01_2018.06.19 09_44_42.jpg,毛洞,1485,999,1622,1161
J01_2018.06.19 10_18_16.jpg,毛洞,1360,668,1477,990
J01_2018.06.19 13_34_07.jpg,毛洞,322,984,442,1189
J01_2018.06.19 13_34_19.jpg,毛洞,297,444,430,656
J01_2018.06.19 13_34_33.jpg,毛洞,320,654,432,799
J01_2018.06.19 14_45_15.jpg,毛洞,475,660,560,793
J01_2018.06.19 15_05_48.jpg,毛洞,1252,439,1407,631
J01_2018.06.19 15_43_00.jpg,毛洞,2151,1101,2245,1209
J01_2018.06.19 15_43_39.jpg,毛洞,2216,954,2309,1061
J01_2018.06.20 14_51_33.jpg,毛洞,1443,466,1553,607
J01_2018.06.20 15_04_34.jpg,毛洞,1596,663,2296,1317
J01_2018.06.22 08_39_09.jpg,毛洞,1407,80,1545,236
J01_2018.06.22 10_19_33.jpg,毛洞,1049,906,1191,1126
J01_2018.06.22 10_19_57.jpg,毛洞,993,512,1113,650
J01_2018.06.22 10_20_15.jpg,毛洞,1005,978,1117,1102
J01_2018.06.23 09_27_40.jpg,毛洞,1384,738,1552,862
J01_2018.06.23 09_30_53.jpg,毛洞,874,731,1017,855
J01_2018.06.23 10_00_05.jpg,毛洞,1334,54,1410,130
J01_2018.06.23 10_32_29.jpg,毛洞,891,154,1048,271
J01_2018.06.23 13_17_49.jpg,毛洞,1783,54,1868,146
J01_2018.06.23 13_31_49.jpg,毛洞,1696,351,1833,519
J01_2018.06.23 13_33_49.jpg,毛洞,2318,1069,2433,1186
J01_2018.06.25 10_27_33.jpg,毛洞,1031,384,1543,1014
J01_2018.06.25 13_25_56.jpg,毛洞,1721,1379,1976,1816
J01_2018.06.25 14_38_39.jpg,毛洞,241,1059,346,1271
J01_2018.06.25 14_38_54.jpg,毛洞,1203,1076,1376,1269
J01_2018.06.25 14_57_28.jpg,毛洞,1313,824,1368,888
J01_2018.06.26 13_51_45.jpg,毛洞,1293,726,1573,1006
J01_2018.06.26 15_17_43.jpg,毛洞,803,882,872,943
J01_2018.06.27 09_37_28.jpg,毛洞,1648,508,1730,604
J01_2018.06.27 09_39_30.jpg,毛洞,820,432,926,524
J01_2018.06.27 10_17_16.jpg,毛洞,1088,771,1248,956
J01_2018.06.27 15_01_12.jpg,毛洞,1564,1062,1678,1194
J01_2018.06.27 15_04_21.jpg,毛洞,1418,609,1538,754
J01_2018.06.27 15_04_47.jpg,毛洞,1013,891,1098,999
J01_2018.06.27 15_04_56.jpg,毛洞,970,949,1093,1084
J01_2018.06.27 15_05_14.jpg,毛洞,843,884,938,986
J01_2018.06.27 15_06_24.jpg,毛洞,1430,94,1498,164
J01_2018.06.28 13_40_47.jpg,毛洞,1322,332,1464,604
J01_2018.06.28 14_30_48.jpg,毛洞,702,534,810,702
J01_2018.06.28 15_20_44.jpg,毛洞,1272,848,1358,952
J01_2018.06.28 15_20_57.jpg,毛洞,1194,434,1284,538
J01_2018.06.28 15_24_35.jpg,毛洞,1018,346,1158,446
J01_2018.06.17 09_23_49.jpg,毛粒,383,932,463,1000
J01_2018.06.16 09_08_48.jpg,污渍,1437,124,2278,1429
J01_2018.06.16 09_22_59.jpg,污渍,1156,849,1308,1015
J01_2018.06.17 09_01_32.jpg,污渍,375,802,685,1196
J01_2018.06.17 13_44_50.jpg,污渍,775,644,955,1102
J01_2018.06.17 13_56_05.jpg,污渍,423,36,1185,628
J01_2018.06.17 14_26_00.jpg,污渍,1681,452,2011,1040
J01_2018.06.17 15_01_46.jpg,污渍,143,474,681,784
J01_2018.06.17 15_03_05.jpg,污渍,1077,150,1883,1086
J01_2018.06.22 14_26_50.jpg,污渍,1305,8,2539,902
J01_2018.06.26 13_35_03.jpg,污渍,976,343,1216,558
J01_2018.06.26 13_39_50.jpg,污渍,1121,1164,1798,1459
J01_2018.06.27 14_58_32.jpg,污渍,234,684,772,1124
J01_2018.06.13 13_53_54.jpg,油渍,1113,812,1598,1273
J01_2018.06.17 10_17_59.jpg,油渍,837,712,1481,1228
J01_2018.06.17 10_27_00.jpg,油渍,366,443,826,1272
J01_2018.06.17 13_30_45.jpg,油渍,633,568,2057,1110
J01_2018.06.17 13_45_58.jpg,油渍,887,282,1015,426
J01_2018.06.17 13_56_56.jpg,油渍,538,302,1104,462
J01_2018.06.19 13_17_50.jpg,油渍,2030,989,2210,1181
J01_2018.06.20 14_18_21.jpg,油渍,1035,341,1366,536
J01_2018.06.20 15_22_10.jpg,油渍,1071,668,1252,907
J01_2018.06.20 15_22_17.jpg,油渍,1230,715,1603,1310
J01_2018.06.20 15_22_27.jpg,油渍,1398,785,1623,1024
J01_2018.06.22 08_52_01.jpg,油渍,627,338,781,530
J01_2018.06.22 09_35_55.jpg,油渍,917,902,1123,1080
J01_2018.06.13 14_39_40.jpg,破洞,1583,1185,1710,1344
J01_2018.06.17 13_47_39.jpg,破洞,1243,246,1415,1030
J01_2018.06.17 13_47_50.jpg,破洞,1681,746,2139,1088
J01_2018.06.17 13_48_20.jpg,破洞,1191,1024,1497,1382
J01_2018.06.16 10_19_42.jpg,破边,217,151,807,1729
J01_2018.06.17 15_04_15.jpg,破边,2333,870,2505,1142
J01_2018.06.19 15_15_50.jpg,破边,122,869,527,1649
J01_2018.06.26 08_52_30.jpg,破边,2001,986,2248,1396
J01_2018.06.26 09_08_12.jpg,破边,2003,886,2341,1666
J01_2018.06.27 13_08_36.jpg,破边,261,566,963,1286
J01_2018.06.28 13_42_07.jpg,破边,1768,1254,2154,1920
J01_2018.06.19 08_58_24.jpg,粗纱,1313,902,1892,957
J01_2018.06.22 09_03_24.jpg,粗纱,1119,932,1453,1016
J01_2018.06.23 09_16_50.jpg,粗纱,184,761,1109,804
J01_2018.06.25 14_53_38.jpg,粗纱,996,276,1424,324
J01_2018.06.19 09_17_45.jpg,紧纱,71,193,2090,258
J01_2018.06.13 14_30_18.jpg,纬粗纱,1489,1087,1596,1162
J01_2018.06.17 15_52_19.jpg,线印,1061,20,1375,1890
J01_2018.06.28 15_45_45.jpg,线印,600,60,1680,746
J01_2018.06.16 08_57_28.jpg,织入,1830,605,2443,680
J01_2018.06.17 14_23_00.jpg,织入,385,644,557,740
J01_2018.06.19 14_10_00.jpg,织入,2253,811,2408,906
J01_2018.06.22 14_46_53.jpg,织入,961,150,1451,244
J01_2018.06.13 13_35_29.jpg,织稀,1463,461,2124,562
J01_2018.06.13 14_42_43.jpg,织稀,1267,1078,2539,1176
J01_2018.06.16 09_31_03.jpg,织稀,605,189,1792,325
J01_2018.06.16 10_00_21.jpg,织稀,1884,323,2055,399
J01_2018.06.16 10_37_23.jpg,织稀,2227,674,2342,1113
J01_2018.06.17 09_48_01.jpg,织稀,1208,885,1849,963
J01_2018.06.17 13_10_30.jpg,织稀,1243,620,1819,716
J01_2018.06.17 13_11_37.jpg,织稀,603,902,2379,958
J01_2018.06.17 13_13_26.jpg,织稀,801,616,2273,704
J01_2018.06.17 13_14_44.jpg,织稀,1105,952,1681,1050
J01_2018.06.17 14_29_27.jpg,织稀,211,662,1471,736
J01_2018.06.17 14_37_09.jpg,织稀,1247,532,1563,632
J01_2018.06.17 15_11_07.jpg,织稀,1445,188,2288,301
J01_2018.06.17 15_24_56.jpg,织稀,1035,819,1534,900
J01_2018.06.17 15_46_18.jpg,织稀,1184,1113,1590,1167
J01_2018.06.19 13_39_24.jpg,织稀,24,665,2111,767
J01_2018.06.19 13_53_08.jpg,织稀,148,781,576,1101
J01_2018.06.19 13_56_21.jpg,织稀,1058,571,1988,721
J01_2018.06.19 14_18_31.jpg,织稀,1267,1037,1525,1236
J01_2018.06.19 14_20_23.jpg,织稀,1404,504,1501,665
J01_2018.06.19 14_35_12.jpg,织稀,915,321,2085,391
J01_2018.06.19 15_08_05.jpg,织稀,1446,887,1693,1000
J01_2018.06.19 15_44_50.jpg,织稀,2175,838,2344,1011
J01_2018.06.20 14_41_34.jpg,织稀,671,731,2023,848
J01_2018.06.20 14_46_37.jpg,织稀,1285,1090,1675,1169
J01_2018.06.20 14_47_31.jpg,织稀,1098,814,2304,909
J01_2018.06.20 14_59_17.jpg,织稀,1095,132,1276,206
J01_2018.06.22 09_12_32.jpg,织稀,4,520,617,630
J01_2018.06.22 10_10_55.jpg,织稀,1062,320,1321,425
J01_2018.06.22 10_25_50.jpg,织稀,1323,75,1579,162
J01_2018.06.22 10_33_59.jpg,织稀,9,348,2541,498
J01_2018.06.22 14_30_47.jpg,织稀,258,213,376,307
J01_2018.06.22 14_42_11.jpg,织稀,1202,691,1407,844
J01_2018.06.23 09_44_34.jpg,织稀,852,1126,1053,1177
J01_2018.06.23 10_01_06.jpg,织稀,356,1505,1909,1573
J01_2018.06.25 10_16_03.jpg,织稀,2072,816,2127,1635
J01_2018.06.25 14_17_40.jpg,织稀,96,1114,2142,1202
J01_2018.06.25 14_34_33.jpg,织稀,1079,277,1408,352
J01_2018.06.25 14_37_24.jpg,织稀,1160,143,1791,216
J01_2018.06.25 15_26_02.jpg,织稀,1026,386,2138,450
J01_2018.06.26 09_21_48.jpg,织稀,13,1507,2553,1620
J01_2018.06.26 09_22_36.jpg,织稀,1,1466,2546,1611
J01_2018.06.26 10_06_03.jpg,织稀,4,1226,2556,1324
J01_2018.06.26 13_43_20.jpg,织稀,1016,674,1156,764
J01_2018.06.26 13_47_07.jpg,织稀,290,266,2390,374
J01_2018.06.26 13_48_12.jpg,织稀,1242,1170,2284,1232
J01_2018.06.26 13_54_57.jpg,织稀,1116,294,1384,398
J01_2018.06.26 14_41_02.jpg,织稀,1162,450,1484,518
J01_2018.06.27 08_56_13.jpg,织稀,1782,848,2043,912
J01_2018.06.27 09_26_50.jpg,织稀,324,1012,536,1074
J01_2018.06.27 13_43_12.jpg,织稀,572,744,2560,828
J01_2018.06.27 14_35_58.jpg,织稀,1,386,2554,624
J01_2018.06.28 14_42_36.jpg,织稀,4,570,2558,656
J01_2018.06.17 09_40_22.jpg,经粗纱,1913,228,1981,1148
J01_2018.06.17 13_52_47.jpg,经粗纱,751,178,789,1461
J01_2018.06.22 09_13_17.jpg,经跳花,593,2,685,1908
J01_2018.06.22 09_14_01.jpg,经跳花,587,12,691,1904
J01_2018.06.22 09_01_47.jpg,结洞,1171,682,1247,758
J01_2018.06.13 14_12_05.jpg,缺纬,125,856,491,973
J01_2018.06.16 09_17_00.jpg,缺纬,335,618,724,672
J01_2018.06.16 09_35_26.jpg,缺纬,2263,495,2403,822
J01_2018.06.17 10_10_53.jpg,缺纬,29,370,2555,484
J01_2018.06.17 15_06_03.jpg,缺纬,342,473,1469,542
J01_2018.06.17 15_07_25.jpg,缺纬,27,600,2527,700
J01_2018.06.17 15_09_01.jpg,缺纬,507,292,2509,380
J01_2018.06.19 13_23_53.jpg,缺纬,32,767,2543,904
J01_2018.06.20 15_17_51.jpg,缺纬,10,1031,2544,1185
J01_2018.06.22 13_52_43.jpg,缺纬,9,30,2549,296
J01_2018.06.22 14_21_10.jpg,缺纬,7,16,2550,1072
J01_2018.06.22 14_22_05.jpg,缺纬,11,1688,2531,1782
J01_2018.06.23 13_21_18.jpg,缺纬,8,1010,2552,1045
J01_2018.06.23 13_55_17.jpg,缺纬,842,1101,2555,1166
J01_2018.06.13 14_49_38.jpg,缺经,1116,401,1173,930
J01_2018.06.16 10_28_17.jpg,缺经,1415,96,1507,1320
J01_2018.06.17 13_59_44.jpg,缺经,351,564,441,661
J01_2018.06.17 14_02_49.jpg,缺经,1479,14,1555,1882
J01_2018.06.17 14_03_12.jpg,缺经,1487,16,1587,1910
J01_2018.06.17 14_19_24.jpg,缺经,1467,8,1530,1920
J01_2018.06.17 14_19_32.jpg,缺经,1949,18,2049,1908
J01_2018.06.17 14_21_05.jpg,缺经,934,389,1044,533
J01_2018.06.17 14_46_20.jpg,缺经,1176,711,1271,1898
J01_2018.06.17 15_53_18.jpg,缺经,1563,14,1731,1910
J01_2018.06.17 15_53_26.jpg,缺经,1693,6,1935,1914
J01_2018.06.17 15_53_35.jpg,缺经,1529,14,1627,1848
J01_2018.06.19 08_51_48.jpg,缺经,1245,19,1337,1871
J01_2018.06.19 10_34_08.jpg,缺经,1261,445,1328,1830
J01_2018.06.19 13_48_53.jpg,缺经,1027,327,1133,1730
J01_2018.06.19 15_17_31.jpg,缺经,822,24,912,1894
J01_2018.06.20 14_26_09.jpg,缺经,1328,15,1399,1914
J01_2018.06.20 14_26_32.jpg,缺经,1137,10,1281,1888
J01_2018.06.22 09_03_41.jpg,缺经,1915,6,2059,1902
J01_2018.06.22 09_05_21.jpg,缺经,807,6,893,1906
J01_2018.06.22 09_06_20.jpg,缺经,733,16,885,1786
J01_2018.06.22 09_07_51.jpg,缺经,941,2,1011,1852
J01_2018.06.22 09_08_29.jpg,缺经,1171,8,1235,1910
J01_2018.06.22 10_24_03.jpg,缺经,1777,468,1869,1228
J01_2018.06.22 14_38_20.jpg,缺经,251,36,357,1878
J01_2018.06.22 15_51_07.jpg,缺经,1629,676,1724,1912
J01_2018.06.23 08_38_19.jpg,缺经,1802,12,1884,1498
J01_2018.06.23 08_38_27.jpg,缺经,1971,6,2031,1911
J01_2018.06.23 08_48_21.jpg,缺经,1269,3,1304,692
J01_2018.06.23 08_53_30.jpg,缺经,1954,14,2028,1111
J01_2018.06.23 09_01_32.jpg,缺经,1848,13,1926,1393
J01_2018.06.23 10_04_06.jpg,缺经,2245,9,2318,1906
J01_2018.06.23 10_24_19.jpg,缺经,9,964,2549,1067
J01_2018.06.26 08_59_21.jpg,缺经,280,6,378,1900
J01_2018.06.26 09_32_08.jpg,缺经,166,8,272,1892
J01_2018.06.26 14_25_32.jpg,缺经,2022,9,2106,1911
J01_2018.06.26 14_28_01.jpg,缺经,1972,560,2048,1808
J01_2018.06.26 15_09_07.jpg,缺经,1363,2,1420,927
J01_2018.06.27 08_42_14.jpg,缺经,982,1,1112,1902
J01_2018.06.27 08_42_58.jpg,缺经,1540,6,1648,1910
J01_2018.06.27 08_49_31.jpg,缺经,1850,8,1970,1910
J01_2018.06.27 09_08_23.jpg,缺经,2329,3,2407,1916
J01_2018.06.27 14_09_20.jpg,缺经,1442,10,1538,1916
J01_2018.06.20 08_43_24.jpg,耳朵,1132,656,1242,739
J01_2018.06.13 13_55_55.jpg,蒸呢印,1537,63,1674,1900
J01_2018.06.13 14_56_32.jpg,蒸呢印,445,1152,922,1656
J01_2018.06.13 13_19_45.jpg,跳花,1281,537,1344,820
J01_2018.06.13 13_43_44.jpg,跳花,1837,1214,1910,1573
J01_2018.06.13 13_48_07.jpg,跳花,1039,1307,1576,1397
J01_2018.06.13 14_41_19.jpg,跳花,2237,727,2534,847
J01_2018.06.13 14_45_45.jpg,跳花,1751,1214,1939,1282
J01_2018.06.16 09_30_15.jpg,跳花,207,834,376,1282
J01_2018.06.16 09_47_17.jpg,跳花,1285,1039,1465,1239
J01_2018.06.16 10_14_10.jpg,跳花,1380,156,1482,805
J01_2018.06.17 09_11_04.jpg,跳花,1037,396,1239,510
J01_2018.06.17 09_25_10.jpg,跳花,1133,574,1231,730
J01_2018.06.17 09_28_58.jpg,跳花,1293,240,1385,342
J01_2018.06.17 09_29_56.jpg,跳花,1125,818,1205,1124
J01_2018.06.17 10_03_10.jpg,跳花,1175,620,1415,726
J01_2018.06.17 10_05_15.jpg,跳花,1404,915,1490,1429
J01_2018.06.17 10_25_37.jpg,跳花,1409,40,1521,692
J01_2018.06.17 13_05_56.jpg,跳花,1100,453,1494,516
J01_2018.06.17 13_09_00.jpg,跳花,1405,1016,1627,1086
J01_2018.06.17 13_21_37.jpg,跳花,1178,11,1224,484
J01_2018.06.17 14_25_02.jpg,跳花,498,1392,857,1452
J01_2018.06.19 09_19_12.jpg,跳花,1335,888,1420,988
J01_2018.06.19 09_19_43.jpg,跳花,1520,849,1654,948
J01_2018.06.19 13_46_18.jpg,跳花,1572,549,1705,664
J01_2018.06.19 15_30_48.jpg,跳花,1129,7,1196,1891
J01_2018.06.19 15_31_10.jpg,跳花,992,1,1053,1898
J01_2018.06.19 15_48_41.jpg,跳花,946,569,1055,661
J01_2018.06.20 08_55_07.jpg,跳花,874,99,962,528
J01_2018.06.20 09_06_36.jpg,跳花,920,332,1091,515
J01_2018.06.22 08_37_48.jpg,跳花,1573,15,1633,289
J01_2018.06.22 10_38_20.jpg,跳花,591,90,785,1026
J01_2018.06.22 13_56_03.jpg,跳花,1395,624,1505,1900
J01_2018.06.22 13_56_32.jpg,跳花,1263,466,1357,918
J01_2018.06.22 13_57_26.jpg,跳花,1115,164,1213,1328
J01_2018.06.22 15_47_58.jpg,跳花,8,1650,2546,1777
J01_2018.06.22 16_08_43.jpg,跳花,1185,682,1263,748
J01_2018.06.23 09_07_22.jpg,跳花,1110,683,2554,1559
J01_2018.06.23 09_07_48.jpg,跳花,20,1084,789,1151
J01_2018.06.23 14_01_01.jpg,跳花,1480,1,1527,1537
J01_2018.06.25 10_13_06.jpg,跳花,992,371,1372,411
J01_2018.06.25 13_42_43.jpg,跳花,1221,392,1748,459
J01_2018.06.25 13_50_53.jpg,跳花,1398,40,1462,102
J01_2018.06.25 15_00_26.jpg,跳花,1775,281,1823,370
J01_2018.06.25 15_16_09.jpg,跳花,720,1303,761,1398
J01_2018.06.25 15_17_24.jpg,跳花,1605,1453,1701,1509
J01_2018.06.25 15_32_58.jpg,跳花,1416,1344,1463,1916
J01_2018.06.25 15_34_00.jpg,跳花,1306,206,1354,1450
J01_2018.06.25 15_38_21.jpg,跳花,1121,725,1178,772
J01_2018.06.25 15_41_36.jpg,跳花,739,428,802,768
J01_2018.06.26 09_18_08.jpg,跳花,2277,27,2373,725
J01_2018.06.26 10_18_23.jpg,跳花,2389,20,2504,190
J01_2018.06.26 14_42_49.jpg,跳花,1288,1114,1368,1226
J01_2018.06.26 14_56_56.jpg,跳花,1306,192,1366,306
J01_2018.06.27 09_52_05.jpg,跳花,1212,6,1338,1918
J01_2018.06.27 13_18_34.jpg,跳花,1454,9,1530,865
J01_2018.06.27 13_46_56.jpg,跳花,746,222,827,455
J01_2018.06.28 14_34_05.jpg,跳花,1258,1594,1350,1873
J01_2018.06.28 14_50_09.jpg,跳花,546,1054,614,1844
J01_2018.06.28 15_05_49.jpg,跳花,1154,1111,1353,1218
J01_2018.06.28 15_16_50.jpg,跳花,2366,932,2504,1324
J01_2018.06.19 10_20_41.jpg,边扎洞,177,600,329,1316
J01_2018.06.19 10_20_52.jpg,边扎洞,281,208,455,1832
J01_2018.06.19 15_38_33.jpg,边扎洞,2185,184,2351,1864
J01_2018.06.23 08_40_57.jpg,边扎洞,216,74,312,1460
J01_2018.06.23 09_42_57.jpg,边扎洞,2170,264,2256,1738
J01_2018.06.26 08_50_20.jpg,边扎洞,1848,12,1941,1904
J01_2018.06.26 09_19_36.jpg,边扎洞,146,144,212,1242
J01_2018.06.26 09_27_06.jpg,边扎洞,131,168,288,1869
J01_2018.06.26 10_02_55.jpg,边扎洞,256,16,368,1914
J01_2018.06.26 15_28_04.jpg,边扎洞,231,649,344,1906
J01_2018.06.26 15_29_55.jpg,边扎洞,404,108,490,1342
J01_2018.06.26 15_33_21.jpg,边扎洞,408,172,496,1652
J01_2018.06.26 15_39_34.jpg,边扎洞,2117,17,2174,584
J01_2018.06.26 15_43_31.jpg,边扎洞,364,66,496,1896
J01_2018.06.27 08_52_34.jpg,边扎洞,2061,51,2142,1774
J01_2018.06.27 13_39_14.jpg,边扎洞,376,19,476,1876
J01_2018.06.13 14_10_24.jpg,边白印,2192,711,2330,1869
J01_2018.06.22 09_57_59.jpg,边缺纬,1764,92,2537,1888
J01_2018.06.22 09_59_03.jpg,边缺纬,1935,26,2553,1890
J01_2018.06.19 08_45_47.jpg,边缺经,134,139,204,1153
J01_2018.06.17 14_33_08.jpg,边针眼,311,1262,365,1856
J01_2018.06.17 15_23_27.jpg,边针眼,1924,1387,2001,1860
J01_2018.06.20 14_34_25.jpg,边针眼,185,765,255,989
J01_2018.06.20 14_34_45.jpg,边针眼,214,402,255,452
J01_2018.06.23 08_50_09.jpg,边针眼,200,27,295,1892
J01_2018.06.23 08_54_57.jpg,边针眼,336,9,443,1889
J01_2018.06.25 14_51_01.jpg,边针眼,2341,31,2459,1243
J01_2018.06.17 14_59_55.jpg,黄渍,1910,1153,2262,1781
J01_2018.06.17 15_29_01.jpg,黄渍,1143,366,1249,448
J01_2018.06.19 15_26_23.jpg,黄渍,1617,761,1690,834
J01_2018.06.22 14_02_55.jpg,黄渍,1159,858,1345,992
J01_2018.06.23 09_19_24.jpg,黄渍,973,654,1143,904
